Country,Name,Region,Scenario,Degrees,GCM,Labor Shock,ST_AG_Welfare_in_M_USD,ST_NONAG_Welfare_in_M_USD,Welfare_in_M_USD,Valueadded_in_M_USD,Initial_Income_in_M_USD
xsa,Rest of South Asia,S Asia,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-10.60179901,-2.075297833,-12.6771059,6478.645404,6360.7217
can,Canada,N America,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-101.4387054,-1463.731445,-1565.169434,1314982.922,1470133.25
usa,United States of America,N America,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,1468.187622,-27384.26172,-25916.08203,15606495.82,17663314
mex,Mexico,N America,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-566.8239746,-2066.577148,-2633.400391,1074965.616,1045179
xna,Rest of North America,N America,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-10.27362442,-2.795617342,-13.06921864,31446.136,36104.6172
arg,Argentina,S America,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,199.0489655,-909.4667358,-710.4176636,513469.6686,605007.875
bol,Bolivia,S America,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-117.4127274,-62.947052,-180.3597717,31272.25462,35194.4219
bra,Brazil,S America,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-1459.644287,-5475.993164,-6935.639648,1532254.245,1820812.375
chl,Chile,S America,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,47.98137283,-161.1503143,-113.1691132,258966.5603,252467.9219
col,Colombia,S America,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-181.0764771,-1495.49585,-1676.571533,264684.6565,285542.3437
ecu,Ecuador,S America,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,61.30764008,-134.1692047,-72.86149597,95360.94733,91470.0547
pry,Paraguay,S America,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-41.42746353,-201.5048523,-242.9322968,34200.03753,36365.2734
per,Peru,S America,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-85.69490051,-351.6799316,-437.374939,196870.4334,192188.6563
ury,Uruguay,S America,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,23.52721024,-56.07097626,-32.54373932,50360.05408,58933.2617
ven,Venezuela,S America,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-315.0901489,-1379.69458,-1694.785034,231786.982,227818.25
xsm,Rest of South America,S America,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-2.449527025,-50.551651,-53.00116348,11449.23467,12486.4063
cri,Costa Rica,C America,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-5.441038609,-68.32704163,-73.76806641,48892.29968,56441.3281
gtm,Guatemala,C America,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-70.21833801,-134.2868805,-204.5051117,65807.24184,65803.1172
hnd,Honduras,C America,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-3.748136759,-59.99604034,-63.74420929,19662.4006,20325.9297
nic,Nicaragua,C America,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-14.98625279,-82.71615601,-97.70235443,11431.13223,12682.29
pan,Panama,C America,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-45.48920822,-152.6124268,-198.1017151,51717.71568,56917.7617
slv,El Salvador,C America,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-27.61155129,-56.90943909,-84.52102661,22447.3747,22695.1777
xca,Rest of Central America,C America,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-13.24713707,-4.674499512,-17.92163849,1261.343153,1638.5942
dom,Dominican Republic,C America,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-59.88713837,-67.01269531,-126.8998795,73011.67222,73286.0078
hti,Haiti,C America,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-0.141376317,11.64861488,11.50724983,13165.08978,13306.667
jam,Jamaica,C America,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-10.86634827,-6.474749565,-17.34109116,11199.61762,13920.3203
pri,Puerto Rico,C America,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,5.18665266,-24.63138199,-19.44470215,88186.64549,92681.7188
tto,Trinidad and Tobago,C America,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-10.5498085,-52.80196381,-63.35176086,21229.1312,20768.2227
xcb,Rest of Caribbean,C America,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-227.9792786,-368.4346924,-596.4142456,119976.1443,125676.7969
aut,Austria,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,12.03540325,-15.07404709,-3.038281918,288015.861,368294.3438
bel,Belgium,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-9.788993835,170.6451721,160.8561554,337525.0001,448323.2187
bgr,Bulgaria,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,20.04024506,13.55791473,33.5981102,46822.77924,53544.9297
hrv,Croatia,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-10.16354084,-14.46792698,-24.63146401,40347.9858,50285.0195
cyp,Cyprus,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-8.811441422,-38.49045563,-47.30191803,18698.6466,19540.6523
cze,Czech Republic,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,13.05657578,12.1142292,25.17073441,168739.1319,193082.875
dnk,Denmark,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,85.70558167,-37.80303192,47.90244675,270579.1919,298167.9063
est,Estonia,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-12.64535332,3.446495533,-9.198869705,19880.63649,24291.8047
fin,Finland,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,25.58013535,50.11025238,75.6901474,190558.2423,226543.8594
fra,France,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,402.5224915,206.9695892,609.4916992,1679692.874,2334273.5
deu,Germany,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,117.7145462,121.3190308,239.0334015,2695266.552,3309027.25
grc,Greece,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-29.25308228,35.77713013,6.524022579,146290.767,178645.4531
hun,Hungary,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,17.38905907,-30.09022903,-12.70117092,102057.0524,129410.2344
irl,Ireland,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-25.1306572,-20.13498306,-45.26546478,289339.8116,308923.125
ita,Italy,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,21.88033295,-332.1538391,-308.8231201,1400627.102,1739692.875
lva,Latvia,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-1.694689035,-1.549716473,-3.24441576,22500.86449,27634.2188
ltu,Lithuania,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,19.20968437,19.84811974,39.05780792,37254.97136,44220.0352
lux,Luxembourg,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-24.78199387,-9.458908081,-34.23993683,52039.14419,60737.8008
mlt,Malta,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-6.585074902,-9.989664078,-16.57475662,10150.52118,12213.8828
nld,Netherlands,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,317.1080933,81.2696991,398.3786621,591769.5196,749251.6875
pol,Poland,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,66.91363525,14.93932915,81.85269928,383990.9938,488390.6875
prt,Portugal,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-4.983304977,69.61118317,64.62797546,167046.0794,197595.2969
rou,Romania,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-33.21419907,-50.28192902,-83.49635315,172184.9273,189773.4844
svk,Slovakia,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,9.995681763,4.200822353,14.1964426,73501.22106,86277.4531
svn,Slovenia,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-3.482620716,-5.260296822,-8.742939949,33702.51129,43449.5859
esp,Spain,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,237.5836792,96.41235352,333.9933777,1006238.584,1176747
swe,Sweden,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,23.98812103,50.11642456,74.10452271,341947.0578,481407.4688
gbr,United Kingdom,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,29.64026451,124.537674,156.1679688,2070663.3,2462082.5
che,Switzerland,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-96.29853058,-133.1092377,-229.5724793,614780.3482,618194.375
nor,Norway,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-59.58887863,-229.739212,-289.3277893,302568.304,353843
xef,Rest of European Free Trade Association,Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,7.561177254,-0.173258707,7.387901783,26777.26109,28340.1992
alb,Albania,E Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-13.92563915,-11.19095993,-25.11660957,9961.498811,11598.3936
srb,Serbia,E Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-4.572505474,-14.8255558,-19.39809036,32499.2485,41049.5742
blr,Belarus,E Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,25.01974106,45.27785492,70.29760742,41291.25916,51442.7148
rus,Russian Federation,E Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-646.0197754,-1366.022339,-2012.042969,1414849.657,1416931.5
ukr,Ukraine,E Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,150.1048279,-115.6763458,34.4286232,92953.81384,98648.5625
xee,Rest of Eastern Europe,E Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,4.697880745,-3.643337727,1.054543972,6978.320462,9089.6191
xer,Rest of Europe,E Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-8.351559639,-8.85406208,-17.20558167,59313.17139,67338.8828
kaz,Kazakhstan,C Asia,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-112.7264557,-237.9685669,-350.6951294,155216.6755,156797.7969
kgz,Kyrgyzstan,C Asia,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,14.48458862,-11.24946594,3.235108376,5631.758315,6901.4082
tjk,Tajikistan,C Asia,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-10.11989594,-4.658643723,-14.77854347,6230.993532,6962.8936
uzb,Uzbekistan,C Asia,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-43.87888718,-49.6506958,-93.52954102,59072.85149,58356.4453
xsu,Rest of Former Soviet Union,C Asia,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-15.05032253,-103.968895,-119.0178986,38501.65897,34832.8945
arm,Armenia,C Asia,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-1.293384433,-6.505018234,-7.798401356,9593.049776,10835.7744
aze,Azerbaijan,C Asia,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-47.48577499,-155.7497559,-203.2354736,39217.26613,38413.6484
geo,Georgia,E Europe,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-4.72456646,-3.607059956,-8.331640244,13221.33537,14890.5439
bhr,Bahrain,M East & N Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-18.66507149,-4.767997742,-23.43396378,35957.80133,32165.9746
irn,Iran,M East & N Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-649.5472412,-855.9979248,-1505.545166,515346.4176,434931.9375
irq,Iraq,M East & N Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-788.6253662,-1872.514404,-2661.128418,219386.9528,174636.375
isr,Israel,M East & N Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-32.97447586,-470.8612366,-503.8358154,271465.7657,327577.625
jor,Jordan,M East & N Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-37.94609833,-53.28652573,-91.23268127,36172.58826,38384.7266
kwt,Kuwait,M East & N Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-180.487915,-692.1210327,-872.6090698,123851.7658,110131.9297
lbn,Lebanon,M East & N Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-29.95468521,-20.51651573,-50.47128296,43210.48119,46798.6133
omn,Oman,M East & N Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-130.6511688,-635.7000732,-766.3511353,79547.22301,71967.0938
pse,Palestine,M East & N Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-21.33364105,-55.40621948,-76.7399292,14506.15917,14449.8262
qat,Qatar,M East & N Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-229.7580872,-3215.686279,-3445.444824,150309.7396,144336.1875
sau,Saudi Arabia,M East & N Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-950.7678223,-4786.455078,-5737.222656,717614.6933,623457.25
syr,Syrian Arab Republic,M East & N Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-65.84462738,-37.57873535,-103.4233246,11606.10289,15360.2432
tur,Turkey,M East & N Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-42.80501938,-252.531311,-295.3370056,672482.8986,767607.5
are,United Arab Emirates,M East & N Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-606.1074219,-5472.073242,-6078.180664,381383.6835,337926.6875
xws,Rest of Western Asia,M East & N Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-408.5593567,-271.6183167,-680.1767578,17328.90224,19057.4824
dza,Algeria,M East & N Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-308.4516296,-299.7525024,-608.2040405,149027.0735,152328.75
egy,Egypt,M East & N Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-139.6447754,-226.6496429,-366.2943115,249434.5177,221589.6875
mar,Morocco,M East & N Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-80.72301483,-45.14959717,-125.8726502,99709.36145,96825.1016
tun,Tunisia,M East & N Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-42.92273712,-31.63165283,-74.55435181,33090.36173,39588.7969
xnf,Rest of North Africa,M East & N Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-140.749115,-131.030304,-271.7792969,60859.96295,60982.6328
ben,Benin,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-210.7261963,-158.6454926,-369.371582,9998.454091,11939.5635
bfa,Burkina Faso,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-188.3564453,-192.1098175,-380.4661865,12273.69609,13260.4795
cmr,Cameroon,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-86.26670837,-121.8488693,-208.1156311,32652.87069,33822.0273
civ,Côte d'Ivoire,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-262.2119141,-640.9996338,-903.2112427,44814.00262,48491.9961
gha,Ghana,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-684.9223633,-1177.987061,-1862.908936,52146.10277,56548.1328
gin,Guinea,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-42.22143555,-41.45959854,-83.68109131,8454.469752,9704.915
mli,Mali,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-446.7615356,-153.4175415,-600.1604614,13792.51909,14441.8711
ner,Niger,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-529.4023438,-168.4990845,-697.9015503,10467.61713,10187.2168
nga,Nigeria,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-2553.870117,-5853.611328,-8407.485352,363748.5919,351873.0313
sen,Senegal,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-90.27236939,-38.64187622,-128.9142456,16967.08291,19634.0078
tgo,Togo,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-59.10915756,-104.9419785,-164.0511475,4801.14959,5927.6763
xwf,Rest of Western Africa,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-139.7438812,-87.17401123,-226.9179077,13873.75896,16344.1787
caf,Central African Republic,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-23.56943703,-5.649647713,-29.21909714,1919.252688,1904.2909
tcd,Chad,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-204.5716858,-39.16451263,-243.7361908,9752.811427,9400.3691
cog,Congo,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-35.16277695,-40.6867981,-75.84954071,6295.030544,9347.5195
cod,Democratic Republic of the Congo,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-153.6598358,-84.10018921,-237.7600403,34892.36037,35738.1094
gnq,Equatorial Guinea,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-1.76711905,-11.11157894,-12.87869453,9732.614641,10678.1719
gab,Gabon,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-27.74667931,-43.39933777,-71.14604187,14593.49193,13368.249
xac,Rest of South and Central Africa,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-322.5677795,-214.2132721,-536.7809448,49388.72103,60546.6953
com,Comoros,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,2.123835564,-1.609439969,0.514398694,930.5551598,981.2072
eth,Ethiopia,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,57.80318451,-46.26238632,11.54082012,71920.34853,76864.0938
ken,Kenya,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,2.081239224,-64.87815857,-62.96785355,79547.84022,77113.7031
mdg,Madagascar,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-14.39179611,-13.50173187,-27.89353943,12734.4005,12385.7598
mwi,Malawi,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-0.339575291,-9.291538239,-9.631142616,8393.566427,8407
mus,Mauritius,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-5.668225765,9.38788414,3.723428249,11501.04829,12268.0928
moz,Mozambique,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-70.62243652,-50.95157623,-121.5739975,11968.95216,12348.6631
rwa,Rwanda,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,2.551897049,-3.475073814,-0.923169255,8383.379628,8697.6426
sdn,Sudan,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-683.8909912,-973.5732422,-1657.463867,124735.8095,121914.9219
tza,"Tanzania, United Republic of",Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-88.35709381,-50.78319168,-139.1403809,47783.89261,50112.3516
uga,Uganda,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-33.74920273,-13.57921124,-47.32842255,29393.47599,28899.8398
zmb,Zambia,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-9.109201431,-2.435314417,-11.5445137,24640.60172,23699.3281
zwe,Zimbabwe,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-7.657931328,-12.46233177,-20.1202755,15591.5875,16528.8145
xec,Rest of Eastern Africa,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-111.0478439,-98.6754303,-209.7232666,17498.11635,19310.1895
bwa,Botswana,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-14.53445625,-23.27331924,-37.80776978,15429.91615,14402.4277
swz,Eswatini,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,0.0828785,-0.738252521,-0.655373156,4282.31421,4046.6099
nam,Namibia,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-1.617229223,-5.488043308,-7.105273724,11533.26367,11904.374
zaf,South Africa,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-1.565804958,-236.2192993,-237.7851257,334894.1536,349561.5625
xsc,Rest of South African Customs Union,Sub-Saharan Africa,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,-1.531752825,-0.903967977,-2.435719967,2270.591123,2092.7068
xtw,Rest of the World,N America,Labor Only (All Sectors),3,ACCESS-CM2,Lancet,0.024721516,-0.001008111,0.023713464,76.28003619,90.5929
aus,Australia,Oceania,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-74.78817749,-1290.77002,-1365.559204,1141812.726,1189179.25
nzl,New Zealand,Oceania,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,176.5031891,-55.48600388,121.0172653,180885.9698,187628.125
xoc,Rest of Oceania,Oceania,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,15.69064808,-54.14918518,-38.45855713,45784.75981,52006.2461
chn,China,E Asia,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-30371.31445,-104868.0859,-135239.4375,10634354.25,10702734
hkg,Hong Kong,E Asia,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-245.3935242,-282.8228149,-528.2165527,338351.8605,303837.5313
jpn,Japan,E Asia,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-213.1101227,-10364.19531,-10577.8125,3811644.095,4222925
kor,"Korea, Republic of",E Asia,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-110.6828842,-3757.983398,-3868.66626,1319140.14,1436882.25
mng,Mongolia,E Asia,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-19.03565216,-29.77274704,-48.80841065,9534.373161,10260.3457
twn,Chinese Taipei,E Asia,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-99.10094452,-3086.709961,-3185.812012,498787.0241,539912.0625
xea,Rest of East Asia,E Asia,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-27.90599442,-134.2636719,-162.1691284,65991.24494,60750.1563
brn,Brunei Darussalam,SE Asia,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-14.83159065,-74.29534912,-89.12699127,11404.3365,10575.5898
khm,Cambodia,SE Asia,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-498.7796936,-247.3577576,-746.1375122,20269.07872,20846.584
idn,Indonesia,SE Asia,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-4014.230957,-5417.613281,-9431.848633,995883.1294,902508.75
lao,Lao PDR,SE Asia,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-208.6027985,-103.300293,-311.9030151,15937.08307,15495.9434
mys,Malaysia,SE Asia,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-684.6914063,-1980.086426,-2664.777588,306019.3639,286098.25
phl,Philippines,SE Asia,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-941.9846191,-1151.258667,-2093.243652,299024.833,308774
sgp,Singapore,SE Asia,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-58.0531807,-604.241394,-662.2944946,306124.7433,311263.2188
tha,Thailand,SE Asia,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-1385.497559,-5466.929688,-6852.426758,402651.6075,407908.0937
vnm,Viet Nam,SE Asia,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-2687.644531,-2930.113281,-5617.756836,194587.7331,210226.0781
xse,Rest of Southeast Asia,SE Asia,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-839.0299072,-351.3098145,-1190.3396,60388.88224,59210.5547
afg,Afghanistan,C Asia,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-314.5172424,79.98170471,-234.5356903,16888.34378,15970.0098
bgd,Bangladesh,S Asia,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-2278.280762,-6700.068848,-8978.345703,289703.3159,272672.4375
ind,India,S Asia,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-43492.35547,-49451.6875,-92944.02344,2525112.672,2434175.5
npl,Nepal,S Asia,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-656.9018555,-107.4276047,-764.3299561,23537.00307,26950.0723
pak,Pakistan,S Asia,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-16489.09766,-5179.327148,-21668.42383,330316.3011,318852.125
lka,Sri Lanka,S Asia,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-215.0873413,-141.1858521,-356.273346,76728.41096,81567.0313
xsa,Rest of South Asia,S Asia,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-10.45263195,-1.871440053,-12.32408047,6478.645404,6360.7217
can,Canada,N America,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-127.625618,-2328.279297,-2455.905273,1314982.922,1470133.25
usa,United States of America,N America,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,1481.908203,-23724.79297,-22242.88281,15606495.82,17663314
mex,Mexico,N America,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-461.5739746,-1850.45459,-2312.033691,1074965.616,1045179
xna,Rest of North America,N America,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-9.930311203,-2.60969162,-12.53873253,31446.136,36104.6172
arg,Argentina,S America,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,219.6116028,-708.5195313,-488.9074097,513469.6686,605007.875
bol,Bolivia,S America,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-104.9073715,-53.50521088,-158.4125366,31272.25462,35194.4219
bra,Brazil,S America,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-1252.118897,-4368.820313,-5620.936523,1532254.245,1820812.375
chl,Chile,S America,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,45.68613815,-145.8436585,-100.1576538,258966.5603,252467.9219
col,Colombia,S America,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-138.5880127,-1092.058594,-1230.651611,264684.6565,285542.3437
ecu,Ecuador,S America,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,67.00900269,-86.44142151,-19.43231773,95360.94733,91470.0547
pry,Paraguay,S America,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-41.71664047,-197.2346497,-238.9514008,34200.03753,36365.2734
per,Peru,S America,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-86.390625,-311.0247192,-397.4156189,196870.4334,192188.6563
ury,Uruguay,S America,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,28.3284874,-31.5373764,-3.209681034,50360.05408,58933.2617
ven,Venezuela,S America,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-252.2635193,-952.6306152,-1204.894287,231786.982,227818.25
xsm,Rest of South America,S America,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-0.600245953,-32.09522247,-32.69548035,11449.23467,12486.4063
cri,Costa Rica,C America,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,1.882480145,-39.46862793,-37.58613968,48892.29968,56441.3281
gtm,Guatemala,C America,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-60.26157379,-111.1964569,-171.4580078,65807.24184,65803.1172
hnd,Honduras,C America,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-4.529694557,-52.46806717,-56.99777985,19662.4006,20325.9297
nic,Nicaragua,C America,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-11.51808167,-57.86643219,-69.384552,11431.13223,12682.29
pan,Panama,C America,Labor Only (All Sectors),3,KACE-1-0-G,Lancet,-34.43417358,-90.50776672,-124.942009,51717.71568,56917.7617
