Country,Name,Region,Scenario,Degrees,GCM,Welfare Component,Labor Shock,ST_AG_Welfare_in_M_USD,ST_NONAG_Welfare_in_M_USD,Welfare_in_M_USD,Valueadded_in_M_USD,Initial_Income_in_M_USD
gtm,Guatemala,C America,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-56.48288727,-180.7187805,-237.2016296,65807.24184,65803.1172
hnd,Honduras,C America,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-14.88533211,-105.0811005,-119.9664078,19662.4006,20325.9297
nic,Nicaragua,C America,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-19.0005188,-120.5020905,-139.502655,11431.13223,12682.29
pan,Panama,C America,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-35.86367035,-290.0209656,-325.8843384,51717.71568,56917.7617
slv,El Salvador,C America,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-20.67480278,-122.1070099,-142.7817841,22447.3747,22695.1777
xca,Rest of Central America,C America,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-6.122901917,-8.51158905,-14.63449287,1261.343153,1638.5942
dom,Dominican Republic,C America,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-67.37652588,-191.8353272,-259.2117004,73011.67222,73286.0078
hti,Haiti,C America,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-37.33953095,-32.27235794,-69.61184692,13165.08978,13306.667
jam,Jamaica,C America,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-10.14995098,-64.00416565,-74.15410614,11199.61762,13920.3203
pri,Puerto Rico,C America,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-4.016862869,-442.4182739,-446.4353027,88186.64549,92681.7188
tto,Trinidad and Tobago,C America,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-8.747653961,-152.6022034,-161.3498535,21229.1312,20768.2227
xcb,Rest of Caribbean,C America,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-168.6278229,-649.9363403,-818.5638428,119976.1443,125676.7969
aut,Austria,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-18.59117508,-147.4358521,-166.0269165,288015.861,368294.3438
bel,Belgium,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-23.79043198,59.34099579,35.55038834,337525.0001,448323.2187
bgr,Bulgaria,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,1.859862328,-17.84233856,-15.98244667,46822.77924,53544.9297
hrv,Croatia,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-16.42555618,-53.77324677,-70.19877625,40347.9858,50285.0195
cyp,Cyprus,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-8.946233749,-58.55420303,-67.50042725,18698.6466,19540.6523
cze,Czech Republic,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-2.272322416,-39.89196014,-42.16448212,168739.1319,193082.875
dnk,Denmark,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,30.97775459,-53.27080536,-22.29297447,270579.1919,298167.9063
est,Estonia,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-7.330213547,-1.12756145,-8.457765579,19880.63649,24291.8047
fin,Finland,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,2.552227974,3.598246336,6.150443077,190558.2423,226543.8594
fra,France,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,53.82158279,-982.0706787,-928.2478027,1679692.874,2334273.5
deu,Germany,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-72.27026367,-841.6945801,-913.9631348,2695266.552,3309027.25
grc,Greece,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-103.7769013,-127.6772461,-231.4541473,146290.767,178645.4531
hun,Hungary,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-4.040150642,-106.1722565,-110.21241,102057.0524,129410.2344
irl,Ireland,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-18.86290741,-18.20706177,-37.06993103,289339.8116,308923.125
ita,Italy,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-177.0127564,-1739.268555,-1916.281738,1400627.102,1739692.875
lva,Latvia,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-2.060029984,-4.134227753,-6.194196701,22500.86449,27634.2188
ltu,Lithuania,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,6.798665047,5.778327465,12.57697868,37254.97136,44220.0352
lux,Luxembourg,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-12.556283,-19.88547134,-32.44174194,52039.14419,60737.8008
mlt,Malta,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-4.728254318,-24.31350136,-29.04176331,10150.52118,12213.8828
nld,Netherlands,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,129.9875641,-45.97789383,84.00944519,591769.5196,749251.6875
pol,Poland,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,3.409106255,-128.5689087,-125.1597138,383990.9938,488390.6875
prt,Portugal,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-31.0741024,-46.63852692,-77.71273804,167046.0794,197595.2969
rou,Romania,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-55.48407745,-137.2114563,-192.6955109,172184.9273,189773.4844
svk,Slovakia,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,0.751196742,-22.42760849,-21.67641068,73501.22106,86277.4531
svn,Slovenia,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-7.061951637,-24.05992508,-31.12188339,33702.51129,43449.5859
esp,Spain,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-39.17935944,-1137.841065,-1177.020264,1006238.584,1176747
swe,Sweden,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-4.226078987,-20.91541672,-25.141716,341947.0578,481407.4688
gbr,United Kingdom,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-46.26070404,-93.04582214,-139.3076019,2070663.3,2462082.5
che,Switzerland,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-65.43554688,-298.8634949,-364.2987061,614780.3482,618194.375
nor,Norway,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-33.11576462,-168.6975403,-201.8134766,302568.304,353843
xef,Rest of European Free Trade Association,Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,3.69739008,-2.717602968,0.979796827,26777.26109,28340.1992
alb,Albania,E Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-14.02090836,-16.3951664,-30.41608429,9961.498811,11598.3936
srb,Serbia,E Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-15.43826294,-45.02236939,-60.46064758,32499.2485,41049.5742
blr,Belarus,E Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,3.506521225,10.26634121,13.77285957,41291.25916,51442.7148
rus,Russian Federation,E Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-389.5427246,-1232.438965,-1621.98169,1414849.657,1416931.5
ukr,Ukraine,E Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,36.4659195,-124.1241913,-87.65824127,92953.81384,98648.5625
xee,Rest of Eastern Europe,E Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-0.503484249,-6.961298466,-7.464781284,6978.320462,9089.6191
xer,Rest of Europe,E Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-15.27013016,-31.17143631,-46.44155121,59313.17139,67338.8828
kaz,Kazakhstan,C Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-59.91040039,-219.8956909,-279.8061523,155216.6755,156797.7969
kgz,Kyrgyzstan,C Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,5.144989014,-8.077661514,-2.932680607,5631.758315,6901.4082
tjk,Tajikistan,C Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-5.804430962,-5.250771046,-11.05520248,6230.993532,6962.8936
uzb,Uzbekistan,C Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-46.20948792,-68.43963623,-114.6491623,59072.85149,58356.4453
xsu,Rest of Former Soviet Union,C Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-9.019094467,-110.1411591,-119.1603241,38501.65897,34832.8945
arm,Armenia,C Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-1.622644782,-5.256587029,-6.87923336,9593.049776,10835.7744
aze,Azerbaijan,C Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-25.01232719,-124.1857605,-149.1980896,39217.26613,38413.6484
geo,Georgia,E Europe,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-3.914132118,-8.178986549,-12.09312439,13221.33537,14890.5439
bhr,Bahrain,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-8.808122635,-1.883757353,-10.69187355,35957.80133,32165.9746
irn,Iran,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-346.5209961,-567.1339722,-913.6551514,515346.4176,434931.9375
irq,Iraq,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-402.1077271,-1171.380737,-1573.488525,219386.9528,174636.375
isr,Israel,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-61.51981735,-1072.450317,-1133.970093,271465.7657,327577.625
jor,Jordan,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-29.01929474,-92.67907715,-121.6983948,36172.58826,38384.7266
kwt,Kuwait,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-84.88286591,-456.2839356,-541.166687,123851.7658,110131.9297
lbn,Lebanon,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-30.68560982,-130.4745941,-161.1602325,43210.48119,46798.6133
omn,Oman,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-56.48029327,-306.8422241,-363.3225708,79547.22301,71967.0938
pse,Palestine,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-44.60109329,-119.5121307,-164.1131287,14506.15917,14449.8262
qat,Qatar,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-102.9510193,-1534.581665,-1637.532959,150309.7396,144336.1875
sau,Saudi Arabia,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-444.3375855,-2898.410156,-3342.747315,717614.6933,623457.25
syr,Syrian Arab Republic,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-28.29935074,-41.50868988,-69.80805969,11606.10289,15360.2432
tur,Turkey,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-149.5683899,-571.8988037,-721.4672241,672482.8986,767607.5
are,United Arab Emirates,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-254.1576996,-2107.464844,-2361.622315,381383.6835,337926.6875
xws,Rest of Western Asia,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-145.5059509,-126.0692596,-271.5747681,17328.90224,19057.4824
dza,Algeria,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-242.0815125,-320.209198,-562.2910156,149027.0735,152328.75
egy,Egypt,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-135.8173676,-619.6834106,-755.5008545,249434.5177,221589.6875
mar,Morocco,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-84.61625671,-139.5619812,-224.1782532,99709.36145,96825.1016
tun,Tunisia,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-37.02311325,-73.11511993,-110.1382675,33090.36173,39588.7969
xnf,Rest of North Africa,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-112.6489258,-147.6346436,-260.2835083,60859.96295,60982.6328
ben,Benin,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-90.6446991,-121.3009949,-211.9457092,9998.454091,11939.5635
bfa,Burkina Faso,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-68.04481506,-103.6298752,-171.6746826,12273.69609,13260.4795
cmr,Cameroon,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-57.35786438,-107.251564,-164.6094208,32652.87069,33822.0273
civ,Côte d'Ivoire,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-119.9699402,-539.4243774,-659.3945923,44814.00262,48491.9961
gha,Ghana,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-297.2614441,-901.9906616,-1199.252197,52146.10277,56548.1328
gin,Guinea,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-22.9541378,-49.4108429,-72.36494446,8454.469752,9704.915
mli,Mali,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-159.3623657,-89.52909851,-248.8915405,13792.51909,14441.8711
ner,Niger,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-134.7912445,-64.64810944,-199.4394531,10467.61713,10187.2168
nga,Nigeria,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-1160.109863,-4464.999023,-5625.10791,363748.5919,351873.0313
sen,Senegal,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-50.31287766,-79.24937439,-129.5622406,16967.08291,19634.0078
tgo,Togo,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-26.37148285,-77.57401276,-103.9454651,4801.14959,5927.6763
xwf,Rest of Western Africa,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-81.29679108,-91.87419891,-173.1710358,13873.75896,16344.1787
caf,Central African Republic,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-13.53171349,-4.882587433,-18.4142952,1919.252688,1904.2909
tcd,Chad,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-78.47416687,-21.31742477,-99.79161072,9752.811427,9400.3691
cog,Congo,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-20.16223908,-32.49370575,-52.65594101,6295.030544,9347.5195
cod,Democratic Republic of the Congo,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-97.87002564,-124.5916138,-222.4617004,34892.36037,35738.1094
gnq,Equatorial Guinea,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-2.176862001,-13.77403641,-15.95090103,9732.614641,10678.1719
gab,Gabon,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-16.11707687,-42.54925919,-58.66633606,14593.49193,13368.249
xac,Rest of South and Central Africa,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-264.0789185,-160.824234,-424.9031982,49388.72103,60546.6953
com,Comoros,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-1.986113906,-5.871250629,-7.857361794,930.5551598,981.2072
eth,Ethiopia,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,2.104136944,-54.88491058,-52.7808075,71920.34853,76864.0938
ken,Kenya,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-20.2706852,-111.1038666,-131.374588,79547.84022,77113.7031
mdg,Madagascar,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-13.93387604,-20.90939713,-34.84328461,12734.4005,12385.7598
mwi,Malawi,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-26.75766945,-13.49229813,-40.2499733,8393.566427,8407
mus,Mauritius,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-2.999512672,-42.89225006,-45.89177322,11501.04829,12268.0928
moz,Mozambique,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-60.78278351,-47.90380859,-108.686554,11968.95216,12348.6631
rwa,Rwanda,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-2.976220131,-3.652595043,-6.628804207,8383.379628,8697.6426
sdn,Sudan,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-303.6604919,-776.9229736,-1080.583496,124735.8095,121914.9219
tza,"Tanzania, United Republic of",Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-120.2706757,-106.7223053,-226.9930115,47783.89261,50112.3516
uga,Uganda,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-40.64149475,-31.63457871,-72.27604675,29393.47599,28899.8398
zmb,Zambia,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-21.44288826,-32.11082459,-53.5537262,24640.60172,23699.3281
zwe,Zimbabwe,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-15.23605537,-22.21233368,-37.44839478,15591.5875,16528.8145
xec,Rest of Eastern Africa,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-59.6987114,-98.39028168,-158.0889587,17498.11635,19310.1895
bwa,Botswana,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-8.119867325,-31.46253967,-39.58241272,15429.91615,14402.4277
swz,Eswatini,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-1.45323801,-4.694775105,-6.148012161,4282.31421,4046.6099
nam,Namibia,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-3.169738531,-14.04310131,-17.21284103,11533.26367,11904.374
zaf,South Africa,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-15.68162537,-409.734314,-425.4164429,334894.1536,349561.5625
xsc,Rest of South African Customs Union,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-0.961410165,-0.760185122,-1.721596003,2270.591123,2092.7068
xtw,Rest of the World,N America,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,0.01135453,-0.008082846,0.00327166,76.28003619,90.5929
aus,Australia,Oceania,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,-62.38554001,-1083.383301,-1145.768799,1141812.726,1189179.25
nzl,New Zealand,Oceania,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,90.74475861,-44.36632919,46.37844849,180885.9698,187628.125
xoc,Rest of Oceania,Oceania,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,2.620809555,-179.4813538,-176.8605652,45784.75981,52006.2461
chn,China,E Asia,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,-15961.23633,-57821.02344,-73782.28125,10634354.25,10702734
hkg,Hong Kong,E Asia,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,-133.4246216,-163.98703,-297.4116211,338351.8605,303837.5313
jpn,Japan,E Asia,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,-219.0870361,-6285.410156,-6504.498047,3811644.095,4222925
kor,"Korea, Republic of",E Asia,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,-105.8082428,-2202.862305,-2308.671875,1319140.14,1436882.25
mng,Mongolia,E Asia,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,-11.24957657,-22.62052727,-33.8700943,9534.373161,10260.3457
twn,Chinese Taipei,E Asia,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,-69.28392792,-2580.664795,-2649.948731,498787.0241,539912.0625
xea,Rest of East Asia,E Asia,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,-17.55696869,-108.9061585,-126.4631653,65991.24494,60750.1563
brn,Brunei Darussalam,SE Asia,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,-7.91307497,-51.71973801,-59.63280487,11404.3365,10575.5898
khm,Cambodia,SE Asia,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,-205.1335754,-179.2329712,-384.3666077,20269.07872,20846.584
idn,Indonesia,SE Asia,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,-2717.187012,-7864.674805,-10581.86035,995883.1294,902508.75
lao,Lao PDR,SE Asia,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,-110.1347961,-82.34977722,-192.4845276,15937.08307,15495.9434
mys,Malaysia,SE Asia,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,-482.3932495,-2746.48584,-3228.880859,306019.3639,286098.25
phl,Philippines,SE Asia,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,-632.7089233,-2073.3125,-2706.021484,299024.833,308774
sgp,Singapore,SE Asia,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,-44.39134216,-657.6116943,-702.0028076,306124.7433,311263.2188
tha,Thailand,SE Asia,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,-641.2429199,-3851.492432,-4492.738281,402651.6075,407908.0937
vnm,Viet Nam,SE Asia,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,-1333.934326,-2157.407227,-3491.341309,194587.7331,210226.0781
xse,Rest of Southeast Asia,SE Asia,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,-410.9945374,-299.7054138,-710.6988525,60388.88224,59210.5547
afg,Afghanistan,C Asia,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,-104.2977295,34.83750153,-69.46011353,16888.34378,15970.0098
bgd,Bangladesh,S Asia,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,-869.276001,-3836.791992,-4706.069336,289703.3159,272672.4375
ind,India,S Asia,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,-16235.07031,-25331.41016,-41566.47656,2525112.672,2434175.5
npl,Nepal,S Asia,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,-231.1307678,-59.49304199,-290.6237488,23537.00307,26950.0723
pak,Pakistan,S Asia,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,-5176.353516,-2087.909912,-7264.262695,330316.3011,318852.125
lka,Sri Lanka,S Asia,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,-140.3366699,-346.5418701,-486.87854,76728.41096,81567.0313
xsa,Rest of South Asia,S Asia,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,-5.942380905,-2.730250835,-8.672629356,6478.645404,6360.7217
can,Canada,N America,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,-111.3237,-1698.627686,-1809.951538,1314982.922,1470133.25
usa,United States of America,N America,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,401.0452881,-21328.82422,-20927.85938,15606495.82,17663314
mex,Mexico,N America,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,-388.7282105,-2343.909668,-2732.638428,1074965.616,1045179
xna,Rest of North America,N America,Labor Only (All Sectors),3.5,EC-Earth3_r1i1p1f1,EV_total,Lancet,-4.78284359,-2.816437244,-7.599277496,31446.136,36104.6172
