Country,Name,Region,Scenario,Degrees,GCM,Labor Shock,ST_AG_Welfare_in_M_USD,ST_NONAG_Welfare_in_M_USD,Welfare_in_M_USD,Valueadded_in_M_USD,Initial_Income_in_M_USD
lbn,Lebanon,M East & N Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-15.38138294,-13.06531143,-28.44670105,43210.48119,46798.6133
omn,Oman,M East & N Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-74.49203491,-406.7345581,-481.2265625,79547.22301,71967.0938
pse,Palestine,M East & N Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-10.45991135,-31.1172905,-41.5772171,14506.15917,14449.8262
qat,Qatar,M East & N Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-132.1466065,-1941.883301,-2074.029785,150309.7396,144336.1875
sau,Saudi Arabia,M East & N Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-471.4647217,-2178.614746,-2650.079346,717614.6933,623457.25
syr,Syrian Arab Republic,M East & N Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-37.26157761,-20.10594177,-57.36751938,11606.10289,15360.2432
tur,Turkey,M East & N Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-22.12960625,-108.316803,-130.4465027,672482.8986,767607.5
are,United Arab Emirates,M East & N Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-341.4030762,-3298.419434,-3639.822754,381383.6835,337926.6875
xws,Rest of Western Asia,M East & N Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-194.0672302,-150.9794006,-345.0467224,17328.90224,19057.4824
dza,Algeria,M East & N Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-213.4252777,-240.2182617,-453.6437073,149027.0735,152328.75
egy,Egypt,M East & N Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-76.19779968,-161.2734375,-237.4712524,249434.5177,221589.6875
mar,Morocco,M East & N Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-62.75061035,-61.57390595,-124.3245392,99709.36145,96825.1016
tun,Tunisia,M East & N Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-29.04530907,-28.88463211,-57.92991257,33090.36173,39588.7969
xnf,Rest of North Africa,M East & N Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-81.09427643,-86.83768463,-167.9319458,60859.96295,60982.6328
ben,Benin,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-70.50336456,-66.06066895,-136.5640564,9998.454091,11939.5635
bfa,Burkina Faso,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-56.18309784,-71.40097046,-127.5841065,12273.69609,13260.4795
cmr,Cameroon,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-29.00979424,-53.68334961,-82.69314575,32652.87069,33822.0273
civ,Côte d'Ivoire,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-51.66069031,-238.4072723,-290.0678101,44814.00262,48491.9961
gha,Ghana,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-221.10495,-455.024292,-676.1291504,52146.10277,56548.1328
gin,Guinea,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-17.64305878,-24.09500504,-41.73806,8454.469752,9704.915
mli,Mali,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-104.8470764,-51.14513397,-155.9922028,13792.51909,14441.8711
ner,Niger,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-157.4404755,-59.92288208,-217.3632813,10467.61713,10187.2168
nga,Nigeria,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-836.1057739,-2129.414063,-2965.518555,363748.5919,351873.0313
sen,Senegal,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-12.60137367,-15.52005196,-28.12141228,16967.08291,19634.0078
tgo,Togo,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-18.59490967,-40.06783295,-58.66274262,4801.14959,5927.6763
xwf,Rest of Western Africa,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-38.20413971,-45.23494721,-83.43907929,13873.75896,16344.1787
caf,Central African Republic,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-8.30936718,-2.857854605,-11.16722202,1919.252688,1904.2909
tcd,Chad,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-55.60424805,-16.30401993,-71.90828705,9752.811427,9400.3691
cog,Congo,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-17.61632919,-26.62511826,-44.24147034,6295.030544,9347.5195
cod,Democratic Republic of the Congo,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-85.80754089,-55.44538498,-141.2529602,34892.36037,35738.1094
gnq,Equatorial Guinea,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-1.613542557,-8.696375847,-10.30991745,9732.614641,10678.1719
gab,Gabon,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-14.92638302,-28.6704731,-43.59685516,14593.49193,13368.249
xac,Rest of South and Central Africa,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-188.6347046,-147.2071075,-335.8417358,49388.72103,60546.6953
com,Comoros,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,0.579761863,-1.762044549,-1.182283163,930.5551598,981.2072
eth,Ethiopia,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,33.17890167,-33.74978638,-0.570759773,71920.34853,76864.0938
ken,Kenya,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,5.566911221,-48.89923859,-43.33550644,79547.84022,77113.7031
mdg,Madagascar,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-7.881524086,-11.90584564,-19.78736687,12734.4005,12385.7598
mwi,Malawi,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-6.911239147,-7.309586525,-14.22081661,8393.566427,8407
mus,Mauritius,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-3.175195217,-5.020814896,-8.196008682,11501.04829,12268.0928
moz,Mozambique,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-40.46424866,-35.28988266,-75.75415802,11968.95216,12348.6631
rwa,Rwanda,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,0.722937346,-2.560192585,-1.837264776,8383.379628,8697.6426
sdn,Sudan,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-362.0584717,-705.6673584,-1067.725342,124735.8095,121914.9219
tza,"Tanzania, United Republic of",Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-64.228508,-42.51311493,-106.742012,47783.89261,50112.3516
uga,Uganda,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-15.69715786,-11.58710003,-27.2842617,29393.47599,28899.8398
zmb,Zambia,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-10.70590687,-8.621870041,-19.3277607,24640.60172,23699.3281
zwe,Zimbabwe,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-4.77616787,-10.69712544,-15.47329712,15591.5875,16528.8145
xec,Rest of Eastern Africa,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-51.75099945,-64.60656738,-116.3575745,17498.11635,19310.1895
bwa,Botswana,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-8.329257965,-17.4642067,-25.79345894,15429.91615,14402.4277
swz,Eswatini,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-0.088801272,-0.669846654,-0.758647323,4282.31421,4046.6099
nam,Namibia,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-1.035757542,-4.763202667,-5.79895258,11533.26367,11904.374
zaf,South Africa,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-5.933939457,-187.1406555,-193.0747528,334894.1536,349561.5625
xsc,Rest of South African Customs Union,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,-0.867293894,-0.6426543,-1.509948254,2270.591123,2092.7068
xtw,Rest of the World,N America,Labor Only (All Sectors),2.5,KACE-1-0-G,ISO,0.014742083,0.001834899,0.016576972,76.28003619,90.5929
aus,Australia,Oceania,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-68.71663666,-1115.672363,-1184.389404,1141812.726,1189179.25
nzl,New Zealand,Oceania,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,117.5979004,-43.62679291,73.97116852,180885.9698,187628.125
xoc,Rest of Oceania,Oceania,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,6.771641731,-89.31428528,-82.54263306,45784.75981,52006.2461
chn,China,E Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-16516.05078,-58730.35938,-75246.42188,10634354.25,10702734
hkg,Hong Kong,E Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-160.9961395,-176.3282929,-337.3244019,338351.8605,303837.5313
jpn,Japan,E Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-78.28130341,-5179.500977,-5257.783203,3811644.095,4222925
kor,"Korea, Republic of",E Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-29.03566742,-1608.707398,-1637.74292,1319140.14,1436882.25
mng,Mongolia,E Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-12.41991043,-21.23490143,-33.65480042,9534.373161,10260.3457
twn,Chinese Taipei,E Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-83.733078,-2986.952637,-3070.656982,498787.0241,539912.0625
xea,Rest of East Asia,E Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-14.64638329,-58.62286377,-73.26922607,65991.24494,60750.1563
brn,Brunei Darussalam,SE Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-10.54744911,-62.76206207,-73.30951691,11404.3365,10575.5898
khm,Cambodia,SE Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-288.4661865,-204.2617188,-492.7278748,20269.07872,20846.584
idn,Indonesia,SE Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-3598.738525,-6962.447266,-10561.18652,995883.1294,902508.75
lao,Lao PDR,SE Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-150.333786,-87.0980835,-237.4319153,15937.08307,15495.9434
mys,Malaysia,SE Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-568.2757568,-2367.994629,-2936.270996,306019.3639,286098.25
phl,Philippines,SE Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-795.3630371,-1668.533203,-2463.896484,299024.833,308774
sgp,Singapore,SE Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-50.04381943,-673.8356934,-723.8795166,306124.7433,311263.2188
tha,Thailand,SE Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-946.8412476,-4886.21582,-5833.057129,402651.6075,407908.0937
vnm,Viet Nam,SE Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-1782.803345,-2327.661133,-4110.46582,194587.7331,210226.0781
xse,Rest of Southeast Asia,SE Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-639.9151001,-358.1730652,-998.0827637,60388.88224,59210.5547
afg,Afghanistan,C Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-220.673584,66.23187256,-154.4415131,16888.34378,15970.0098
bgd,Bangladesh,S Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-1590.953857,-6537.905273,-8128.863281,289703.3159,272672.4375
ind,India,S Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-27484.29688,-38582.16406,-66066.48438,2525112.672,2434175.5
npl,Nepal,S Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-390.3753052,-101.438446,-491.8139038,23537.00307,26950.0723
pak,Pakistan,S Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-12190.84766,-4986.754883,-17177.61328,330316.3011,318852.125
lka,Sri Lanka,S Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-186.913269,-256.9463806,-443.8596497,76728.41096,81567.0313
xsa,Rest of South Asia,S Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-7.560614586,-2.440167427,-10.00078011,6478.645404,6360.7217
can,Canada,N America,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-74.41879273,-1012.313599,-1086.73169,1314982.922,1470133.25
usa,United States of America,N America,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,881.9849854,-21711.94141,-20829.95898,15606495.82,17663314
mex,Mexico,N America,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-391.9932251,-1819.455689,-2211.448242,1074965.616,1045179
xna,Rest of North America,N America,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-6.47863102,-2.573423386,-9.052075386,31446.136,36104.6172
arg,Argentina,S America,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,102.9616699,-927.4993286,-824.538208,513469.6686,605007.875
bol,Bolivia,S America,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-86.38742065,-52.93114853,-139.318512,31272.25462,35194.4219
bra,Brazil,S America,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-1500.215332,-6585.456055,-8085.686035,1532254.245,1820812.375
chl,Chile,S America,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,32.28430176,-116.3562241,-84.07201386,258966.5603,252467.9219
col,Colombia,S America,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-151.5058289,-1272.26001,-1423.765381,264684.6565,285542.3437
ecu,Ecuador,S America,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,26.32998276,-154.9334412,-128.6033936,95360.94733,91470.0547
pry,Paraguay,S America,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-56.19849396,-214.0864258,-270.2849731,34200.03753,36365.2734
per,Peru,S America,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-77.681633,-329.1347656,-406.8161011,196870.4334,192188.6563
ury,Uruguay,S America,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,12.24679279,-50.28178406,-38.0349884,50360.05408,58933.2617
ven,Venezuela,S America,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-229.8259583,-1343.943604,-1573.769043,231786.982,227818.25
xsm,Rest of South America,S America,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-3.553262234,-56.94874573,-60.50199509,11449.23467,12486.4063
cri,Costa Rica,C America,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-6.468824863,-75.11540985,-81.58424377,48892.29968,56441.3281
gtm,Guatemala,C America,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-51.97684097,-124.541687,-176.5184479,65807.24184,65803.1172
hnd,Honduras,C America,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-5.446583748,-59.21987915,-64.66644287,19662.4006,20325.9297
nic,Nicaragua,C America,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-12.64585304,-70.59285736,-83.23806763,11431.13223,12682.29
pan,Panama,C America,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-32.36766815,-154.9224243,-187.2901001,51717.71568,56917.7617
slv,El Salvador,C America,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-20.39120293,-57.44544983,-77.83665466,22447.3747,22695.1777
xca,Rest of Central America,C America,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-7.957684994,-5.010083675,-12.96776772,1261.343153,1638.5942
dom,Dominican Republic,C America,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-53.37284088,-100.511322,-153.8842163,73011.67222,73286.0078
hti,Haiti,C America,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-14.25910664,-5.597645283,-19.85673904,13165.08978,13306.667
jam,Jamaica,C America,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-9.206758499,-23.14509583,-32.3518486,11199.61762,13920.3203
pri,Puerto Rico,C America,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,0.196992919,-201.7713165,-201.5891113,88186.64549,92681.7188
tto,Trinidad and Tobago,C America,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-8.516530991,-81.10706329,-89.62361145,21229.1312,20768.2227
xcb,Rest of Caribbean,C America,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-175.2405396,-390.5061646,-565.7467651,119976.1443,125676.7969
aut,Austria,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,7.125099182,-15.2741642,-8.149152756,288015.861,368294.3438
bel,Belgium,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-12.11554337,108.6893311,96.57376099,337525.0001,448323.2187
bgr,Bulgaria,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,13.51593494,9.674661636,23.19065285,46822.77924,53544.9297
hrv,Croatia,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-6.102594376,-6.776643276,-12.87920761,40347.9858,50285.0195
cyp,Cyprus,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-6.257592201,-28.70316505,-34.96075821,18698.6466,19540.6523
cze,Czech Republic,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,7.852314472,10.29730606,18.14961624,168739.1319,193082.875
dnk,Denmark,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,53.31782913,-37.58602524,15.73197937,270579.1919,298167.9063
est,Estonia,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-8.645591736,3.358901262,-5.28667593,19880.63649,24291.8047
fin,Finland,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,15.36382961,34.83210754,50.19592667,190558.2423,226543.8594
fra,France,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,223.3134155,-94.63568115,128.6765747,1679692.874,2334273.5
deu,Germany,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,63.27912903,47.67231751,110.9503937,2695266.552,3309027.25
grc,Greece,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-30.24815941,17.90657044,-12.34144211,146290.767,178645.4531
hun,Hungary,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,12.49995995,-10.21182537,2.288144589,102057.0524,129410.2344
irl,Ireland,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-15.76438522,-16.21184158,-31.97242355,289339.8116,308923.125
ita,Italy,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-6.446904659,-280.9602051,-287.4162293,1400627.102,1739692.875
lva,Latvia,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-1.128556252,-0.527238786,-1.655471563,22500.86449,27634.2188
ltu,Lithuania,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,12.45043755,15.11058426,27.56103134,37254.97136,44220.0352
lux,Luxembourg,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-16.59869194,-8.650856018,-25.24958801,52039.14419,60737.8008
mlt,Malta,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-4.606969357,-6.883999825,-11.4909668,10150.52118,12213.8828
nld,Netherlands,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,202.4112244,25.53042603,227.9415588,591769.5196,749251.6875
pol,Poland,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,47.91737366,30.43317413,78.35064697,383990.9938,488390.6875
prt,Portugal,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-19.26580429,6.905065537,-12.36091042,167046.0794,197595.2969
rou,Romania,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-13.56358337,-15.88379479,-29.44739914,172184.9273,189773.4844
svk,Slovakia,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,6.335370064,3.887679815,10.22304535,73501.22106,86277.4531
svn,Slovenia,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-3.053714275,-4.686338425,-7.740028381,33702.51129,43449.5859
esp,Spain,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,74.40638733,-487.3987427,-412.9922791,1006238.584,1176747
swe,Sweden,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,12.3962822,24.86090469,37.25735474,341947.0578,481407.4688
gbr,United Kingdom,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,0.211377144,16.64116097,15.74282265,2070663.3,2462082.5
che,Switzerland,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-63.55062103,-113.0032806,-176.5410767,614780.3482,618194.375
nor,Norway,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-39.94725037,-169.1975555,-209.1446533,302568.304,353843
xef,Rest of European Free Trade Association,Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,5.067750931,-0.596248925,4.471518517,26777.26109,28340.1992
alb,Albania,E Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-6.633918285,-3.858341217,-10.49225426,9961.498811,11598.3936
srb,Serbia,E Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-2.433834553,-7.764475822,-10.19831276,32499.2485,41049.5742
blr,Belarus,E Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,19.44063187,36.20626068,55.64684296,41291.25916,51442.7148
rus,Russian Federation,E Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-385.1195984,-724.3701172,-1109.489014,1414849.657,1416931.5
ukr,Ukraine,E Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,119.0234528,-61.92644501,57.09696579,92953.81384,98648.5625
xee,Rest of Eastern Europe,E Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,5.567416668,-1.434262514,4.133155346,6978.320462,9089.6191
xer,Rest of Europe,E Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-6.257080555,-6.632081986,-12.88922119,59313.17139,67338.8828
kaz,Kazakhstan,C Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-71.37454224,-147.9628906,-219.3373718,155216.6755,156797.7969
kgz,Kyrgyzstan,C Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,9.010320664,-6.42701149,2.583317518,5631.758315,6901.4082
tjk,Tajikistan,C Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-5.913389206,-2.86107564,-8.774456978,6230.993532,6962.8936
uzb,Uzbekistan,C Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-19.3733902,-29.19834518,-48.57171631,59072.85149,58356.4453
xsu,Rest of Former Soviet Union,C Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-9.381903648,-60.01853561,-69.40048218,38501.65897,34832.8945
arm,Armenia,C Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-1.455100179,-4.671852112,-6.12695694,9593.049776,10835.7744
aze,Azerbaijan,C Asia,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-29.48924637,-89.70280457,-119.1920166,39217.26613,38413.6484
geo,Georgia,E Europe,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-3.301434517,-1.566547632,-4.867985725,13221.33537,14890.5439
bhr,Bahrain,M East & N Africa,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-12.45889282,-3.439454556,-15.89835358,35957.80133,32165.9746
irn,Iran,M East & N Africa,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-426.9886475,-585.6109009,-1012.599365,515346.4176,434931.9375
irq,Iraq,M East & N Africa,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-470.6784668,-1190.439331,-1661.117554,219386.9528,174636.375
isr,Israel,M East & N Africa,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-22.21828079,-343.7111511,-365.9294739,271465.7657,327577.625
jor,Jordan,M East & N Africa,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-23.19927979,-33.4440155,-56.64328766,36172.58826,38384.7266
kwt,Kuwait,M East & N Africa,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-117.4670181,-438.4175415,-555.8845215,123851.7658,110131.9297
lbn,Lebanon,M East & N Africa,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-20.56667328,-20.516716,-41.08335495,43210.48119,46798.6133
omn,Oman,M East & N Africa,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-84.14974213,-423.5158691,-507.665741,79547.22301,71967.0938
pse,Palestine,M East & N Africa,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-13.82741261,-39.98963928,-53.81706619,14506.15917,14449.8262
qat,Qatar,M East & N Africa,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-150.8388367,-2126.716309,-2277.55542,150309.7396,144336.1875
sau,Saudi Arabia,M East & N Africa,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-580.3304443,-2969.060547,-3549.391113,717614.6933,623457.25
syr,Syrian Arab Republic,M East & N Africa,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-43.80638886,-22.78725052,-66.59367371,11606.10289,15360.2432
tur,Turkey,M East & N Africa,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-19.77783394,-130.8012695,-150.5795288,672482.8986,767607.5
are,United Arab Emirates,M East & N Africa,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-400.8779297,-3655.634277,-4056.511231,381383.6835,337926.6875
xws,Rest of Western Asia,M East & N Africa,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-266.6650391,-212.4213715,-479.0900269,17328.90224,19057.4824
dza,Algeria,M East & N Africa,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-262.9709473,-275.9359131,-538.9066162,149027.0735,152328.75
egy,Egypt,M East & N Africa,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-80.84231567,-185.4364014,-266.2787476,249434.5177,221589.6875
mar,Morocco,M East & N Africa,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-130.1074219,-147.941803,-278.0493164,99709.36145,96825.1016
tun,Tunisia,M East & N Africa,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-34.48473358,-35.42448425,-69.90919495,33090.36173,39588.7969
xnf,Rest of North Africa,M East & N Africa,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-97.81663513,-98.1473999,-195.9640198,60859.96295,60982.6328
ben,Benin,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-116.9358826,-118.422348,-235.3582001,9998.454091,11939.5635
bfa,Burkina Faso,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-94.64940643,-107.8895569,-202.5389557,12273.69609,13260.4795
cmr,Cameroon,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-55.12428665,-80.49546814,-135.6197815,32652.87069,33822.0273
civ,Côte d'Ivoire,Sub-Saharan Africa,Labor Only (All Sectors),2.5,KIOST-ESM,ISO,-146.2977448,-501.5965576,-647.894104,44814.00262,48491.9961
