Country,Name,Region,Scenario,Degrees,GCM,Labor Shock,ST_AG_Welfare_in_M_USD,ST_NONAG_Welfare_in_M_USD,Welfare_in_M_USD,Valueadded_in_M_USD,Initial_Income_in_M_USD
aus,Australia,Oceania,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.579353154,-120.9868469,-121.5661621,1141812.726,1189179.25
nzl,New Zealand,Oceania,Labor Only (All Sectors),1,ACCESS-CM2,ISO,12.99446297,-6.982290745,6.012146473,180885.9698,187628.125
xoc,Rest of Oceania,Oceania,Labor Only (All Sectors),1,ACCESS-CM2,ISO,4.875750065,1.831228018,6.706973076,45784.75981,52006.2461
chn,China,E Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-5966.384766,-20588.36719,-26554.75781,10634354.25,10702734
hkg,Hong Kong,E Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-22.55578804,-49.45107269,-72.00686646,338351.8605,303837.5313
jpn,Japan,E Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-82.86158752,-2021.80481,-2104.666748,3811644.095,4222925
kor,"Korea, Republic of",E Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-46.04285049,-646.3135986,-692.3563232,1319140.14,1436882.25
mng,Mongolia,E Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-1.310302854,-3.606259823,-4.916562557,9534.373161,10260.3457
twn,Chinese Taipei,E Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-23.18401718,-697.3389893,-720.5229492,498787.0241,539912.0625
xea,Rest of East Asia,E Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-4.479211807,-18.11598587,-22.59519386,65991.24494,60750.1563
brn,Brunei Darussalam,SE Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.567379892,-3.241965532,-3.809343815,11404.3365,10575.5898
khm,Cambodia,SE Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-8.77324295,-12.51389122,-21.28713226,20269.07872,20846.584
idn,Indonesia,SE Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-33.80876923,-268.4919739,-302.3008118,995883.1294,902508.75
lao,Lao PDR,SE Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-11.02792454,-7.620269775,-18.64819717,15937.08307,15495.9434
mys,Malaysia,SE Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,15.48221207,-31.54663849,-16.06440735,306019.3639,286098.25
phl,Philippines,SE Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,48.77903748,63.85527039,112.6342926,299024.833,308774
sgp,Singapore,SE Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-4.80355835,-4.5284729,-9.332034111,306124.7433,311263.2188
tha,Thailand,SE Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-25.91596603,-270.6496582,-296.5655518,402651.6075,407908.0937
vnm,Viet Nam,SE Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-213.8457794,-328.4388123,-542.2844238,194587.7331,210226.0781
xse,Rest of Southeast Asia,SE Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,59.64590454,17.32249069,76.96836853,60388.88224,59210.5547
afg,Afghanistan,C Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-14.03471565,6.353175163,-7.681534767,16888.34378,15970.0098
bgd,Bangladesh,S Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,158.5366821,318.1448975,476.6815491,289703.3159,272672.4375
ind,India,S Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-307.8211365,-1718.385986,-2026.206787,2525112.672,2434175.5
npl,Nepal,S Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,11.15102768,-2.928022146,8.223002434,23537.00307,26950.0723
pak,Pakistan,S Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-1071.348999,-805.2978516,-1876.646729,330316.3011,318852.125
lka,Sri Lanka,S Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,9.508136749,10.39564133,19.90378571,76728.41096,81567.0313
xsa,Rest of South Asia,S Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,0.031384807,-0.160528481,-0.129143879,6478.645404,6360.7217
can,Canada,N America,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-3.961326599,-163.6887207,-167.6499634,1314982.922,1470133.25
usa,United States of America,N America,Labor Only (All Sectors),1,ACCESS-CM2,ISO,82.66223908,-4374.613281,-4291.954102,15606495.82,17663314
mex,Mexico,N America,Labor Only (All Sectors),1,ACCESS-CM2,ISO,103.8985214,281.4485474,385.3470154,1074965.616,1045179
xna,Rest of North America,N America,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.201276496,-0.788476586,-0.989749014,31446.136,36104.6172
arg,Argentina,S America,Labor Only (All Sectors),1,ACCESS-CM2,ISO,6.838885307,-48.5669632,-41.72814179,513469.6686,605007.875
bol,Bolivia,S America,Labor Only (All Sectors),1,ACCESS-CM2,ISO,3.974181175,-2.561364889,1.412815213,31272.25462,35194.4219
bra,Brazil,S America,Labor Only (All Sectors),1,ACCESS-CM2,ISO,198.5414124,679.5860596,878.1273804,1532254.245,1820812.375
chl,Chile,S America,Labor Only (All Sectors),1,ACCESS-CM2,ISO,1.252343893,-19.68252182,-18.43019867,258966.5603,252467.9219
col,Colombia,S America,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-11.621521,-77.42358398,-89.04507446,264684.6565,285542.3437
ecu,Ecuador,S America,Labor Only (All Sectors),1,ACCESS-CM2,ISO,0.333478063,-11.9908123,-11.65732956,95360.94733,91470.0547
pry,Paraguay,S America,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.276319414,-17.02427101,-17.30058098,34200.03753,36365.2734
per,Peru,S America,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.772927701,-9.087205887,-9.860138893,196870.4334,192188.6563
ury,Uruguay,S America,Labor Only (All Sectors),1,ACCESS-CM2,ISO,3.424177647,-0.903459013,2.520720959,50360.05408,58933.2617
ven,Venezuela,S America,Labor Only (All Sectors),1,ACCESS-CM2,ISO,14.63244343,98.80744171,113.4398499,231786.982,227818.25
xsm,Rest of South America,S America,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.334738493,-2.131408215,-2.466145992,11449.23467,12486.4063
cri,Costa Rica,C America,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-3.014939785,-6.592449188,-9.60738945,48892.29968,56441.3281
gtm,Guatemala,C America,Labor Only (All Sectors),1,ACCESS-CM2,ISO,13.26016998,10.28583813,23.54600334,65807.24184,65803.1172
hnd,Honduras,C America,Labor Only (All Sectors),1,ACCESS-CM2,ISO,0.878499627,-1.381079078,-0.502579093,19662.4006,20325.9297
nic,Nicaragua,C America,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-1.953356385,-6.247341156,-8.200698853,11431.13223,12682.29
pan,Panama,C America,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-1.984870315,-8.910095215,-10.89496708,51717.71568,56917.7617
slv,El Salvador,C America,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-1.003809691,-2.851641655,-3.8554492,22447.3747,22695.1777
xca,Rest of Central America,C America,Labor Only (All Sectors),1,ACCESS-CM2,ISO,0.454513609,1.058232784,1.512746573,1261.343153,1638.5942
dom,Dominican Republic,C America,Labor Only (All Sectors),1,ACCESS-CM2,ISO,4.566931725,7.197192192,11.76412392,73011.67222,73286.0078
hti,Haiti,C America,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.449027538,-0.061958134,-0.510983884,13165.08978,13306.667
jam,Jamaica,C America,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.206770271,-0.814185858,-1.020956397,11199.61762,13920.3203
pri,Puerto Rico,C America,Labor Only (All Sectors),1,ACCESS-CM2,ISO,0.852241635,1.479437947,2.331681252,88186.64549,92681.7188
tto,Trinidad and Tobago,C America,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.243236333,-0.667588353,-0.910824895,21229.1312,20768.2227
xcb,Rest of Caribbean,C America,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-22.47501564,-38.16134644,-60.63638306,119976.1443,125676.7969
aut,Austria,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,0.636721432,-1.204532266,-0.567859113,288015.861,368294.3438
bel,Belgium,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,3.669734478,15.19757843,18.86729431,337525.0001,448323.2187
bgr,Bulgaria,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,0.832672,1.715829849,2.548491955,46822.77924,53544.9297
hrv,Croatia,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.444262654,-1.264028072,-1.708289504,40347.9858,50285.0195
cyp,Cyprus,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,0.380442262,2.013074875,2.393516064,18698.6466,19540.6523
cze,Czech Republic,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,1.154033542,0.448746383,1.602773905,168739.1319,193082.875
dnk,Denmark,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,5.425222397,-3.498732805,1.926470637,270579.1919,298167.9063
est,Estonia,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.07827802,-0.027152181,-0.105429605,19880.63649,24291.8047
fin,Finland,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,1.638145208,4.428119659,6.066235542,190558.2423,226543.8594
fra,France,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,27.58304215,21.16978073,48.75285339,1679692.874,2334273.5
deu,Germany,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,4.366620064,-3.394968987,0.971846879,2695266.552,3309027.25
grc,Greece,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,1.324934125,4.813731194,6.138656139,146290.767,178645.4531
hun,Hungary,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,0.63766402,-4.275447846,-3.637789249,102057.0524,129410.2344
irl,Ireland,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-2.421658516,-3.568641663,-5.990314961,289339.8116,308923.125
ita,Italy,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,8.267337799,5.201005936,13.46837616,1400627.102,1739692.875
lva,Latvia,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,0.214956164,-0.188634261,0.02632197,22500.86449,27634.2188
ltu,Lithuania,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,0.972404242,1.75935483,2.731757641,37254.97136,44220.0352
lux,Luxembourg,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.442569673,-0.551113129,-0.993685365,52039.14419,60737.8008
mlt,Malta,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,0.006494902,-0.975059748,-0.968564868,10150.52118,12213.8828
nld,Netherlands,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,16.83065796,11.03874016,27.86943054,591769.5196,749251.6875
pol,Poland,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,3.575835705,0.101585627,3.677397966,383990.9938,488390.6875
prt,Portugal,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,1.063927293,5.036680222,6.100589752,167046.0794,197595.2969
rou,Romania,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-2.815417528,-4.515042305,-7.330458164,172184.9273,189773.4844
svk,Slovakia,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,0.413757175,0.012727404,0.426486671,73501.22106,86277.4531
svn,Slovenia,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,0.289722234,-0.918222785,-0.628503799,33702.51129,43449.5859
esp,Spain,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,21.32725143,33.62721252,54.95462799,1006238.584,1176747
swe,Sweden,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,1.842750549,3.764498472,5.607283592,341947.0578,481407.4688
gbr,United Kingdom,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,13.4453516,6.167712688,19.61320114,2070663.3,2462082.5
che,Switzerland,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-6.046161175,-12.22344971,-18.2696209,614780.3482,618194.375
nor,Norway,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-1.581183195,-19.49802589,-21.07920075,302568.304,353843
xef,Rest of European Free Trade Association,Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,0.380961329,-0.168775648,0.212187096,26777.26109,28340.1992
alb,Albania,E Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.509706378,-0.667553425,-1.177259564,9961.498811,11598.3936
srb,Serbia,E Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-1.039242983,-1.548833847,-2.588077068,32499.2485,41049.5742
blr,Belarus,E Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,1.233061433,4.57303524,5.806074143,41291.25916,51442.7148
rus,Russian Federation,E Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-31.75187683,-111.8265686,-143.5784302,1414849.657,1416931.5
ukr,Ukraine,E Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,2.07043314,-6.809925556,-4.739483833,92953.81384,98648.5625
xee,Rest of Eastern Europe,E Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.036541127,-0.220257312,-0.256798267,6978.320462,9089.6191
xer,Rest of Europe,E Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.722940266,-0.597819209,-1.320762038,59313.17139,67338.8828
kaz,Kazakhstan,C Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-4.493155479,-18.19343948,-22.68659592,155216.6755,156797.7969
kgz,Kyrgyzstan,C Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,1.661052227,-1.908869743,-0.247819334,5631.758315,6901.4082
tjk,Tajikistan,C Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,0.078442559,-0.354879022,-0.276437104,6230.993532,6962.8936
uzb,Uzbekistan,C Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,3.078579664,-1.372595787,1.705988646,59072.85149,58356.4453
xsu,Rest of Former Soviet Union,C Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.637706995,-0.667751074,-1.305455089,38501.65897,34832.8945
arm,Armenia,C Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.201051801,-0.708138406,-0.909190834,9593.049776,10835.7744
aze,Azerbaijan,C Asia,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-1.102980375,-2.163573265,-3.26655221,39217.26613,38413.6484
geo,Georgia,E Europe,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.073009476,0.099571198,0.02656031,13221.33537,14890.5439
bhr,Bahrain,M East & N Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.055682804,0.105336927,0.049656369,35957.80133,32165.9746
irn,Iran,M East & N Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-12.62016964,-47.49256897,-60.11273193,515346.4176,434931.9375
irq,Iraq,M East & N Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,40.91760254,113.8351288,154.7527771,219386.9528,174636.375
isr,Israel,M East & N Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,6.151689053,40.73002625,46.88166428,271465.7657,327577.625
jor,Jordan,M East & N Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,2.925971985,8.038266182,10.9642334,36172.58826,38384.7266
kwt,Kuwait,M East & N Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-4.514178753,10.45336533,5.939190388,123851.7658,110131.9297
lbn,Lebanon,M East & N Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,0.179654062,0.646901488,0.826553226,43210.48119,46798.6133
omn,Oman,M East & N Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-2.749936581,-16.80986404,-19.55979157,79547.22301,71967.0938
pse,Palestine,M East & N Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,6.854489803,12.45150757,19.30598831,14506.15917,14449.8262
qat,Qatar,M East & N Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-7.217521191,38.22676086,31.00924873,150309.7396,144336.1875
sau,Saudi Arabia,M East & N Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,47.61105347,404.9987183,452.6098938,717614.6933,623457.25
syr,Syrian Arab Republic,M East & N Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-2.446701527,-0.916659832,-3.363357067,11606.10289,15360.2432
tur,Turkey,M East & N Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,4.638872623,12.67006493,17.30899239,672482.8986,767607.5
are,United Arab Emirates,M East & N Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-12.97782517,-275.8435669,-288.8212585,381383.6835,337926.6875
xws,Rest of Western Asia,M East & N Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,40.7953949,15.18550873,55.98069763,17328.90224,19057.4824
dza,Algeria,M East & N Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,4.338098526,-8.032611847,-3.694506645,149027.0735,152328.75
egy,Egypt,M East & N Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,12.34247398,24.57718658,36.9196167,249434.5177,221589.6875
mar,Morocco,M East & N Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,2.7177279,4.40908432,7.126813889,99709.36145,96825.1016
tun,Tunisia,M East & N Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,2.611547947,2.345590591,4.957139969,33090.36173,39588.7969
xnf,Rest of North Africa,M East & N Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-2.814150333,-6.719205856,-9.533351898,60859.96295,60982.6328
ben,Benin,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-5.269527435,-5.797345638,-11.06687546,9998.454091,11939.5635
bfa,Burkina Faso,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-15.01810455,-14.38541603,-29.40352631,12273.69609,13260.4795
cmr,Cameroon,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-6.11330843,-5.880898476,-11.99420357,32652.87069,33822.0273
civ,Côte d'Ivoire,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,4.403885841,17.21226883,21.61615753,44814.00262,48491.9961
gha,Ghana,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,2.426191568,8.818027496,11.2442236,52146.10277,56548.1328
gin,Guinea,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,0.819358885,-0.909176469,-0.089817792,8454.469752,9704.915
mli,Mali,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-24.27998543,-8.384788513,-32.6647644,13792.51909,14441.8711
ner,Niger,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-51.58441162,-16.21390152,-67.79828644,10467.61713,10187.2168
nga,Nigeria,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-162.2993622,-340.9592285,-503.2584839,363748.5919,351873.0313
sen,Senegal,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,34.20069122,27.73032761,61.93103027,16967.08291,19634.0078
tgo,Togo,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.830277979,-2.841821194,-3.672100067,4801.14959,5927.6763
xwf,Rest of Western Africa,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,17.74534607,1.720757246,19.46611023,13873.75896,16344.1787
caf,Central African Republic,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-1.909670353,-0.51734513,-2.427013636,1919.252688,1904.2909
tcd,Chad,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-9.720179558,-2.185000897,-11.90517998,9752.811427,9400.3691
cog,Congo,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,0.081769645,-3.181747675,-3.09997654,6295.030544,9347.5195
cod,Democratic Republic of the Congo,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-7.23392725,-4.202336311,-11.43626213,34892.36037,35738.1094
gnq,Equatorial Guinea,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.15144521,-1.056995392,-1.208439827,9732.614641,10678.1719
gab,Gabon,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,0.386535108,-0.530953765,-0.144418031,14593.49193,13368.249
xac,Rest of South and Central Africa,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-15.74675751,-18.36517525,-34.11193848,49388.72103,60546.6953
com,Comoros,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.139464661,-0.14778541,-0.287250042,930.5551598,981.2072
eth,Ethiopia,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,2.82960701,-3.104798794,-0.275191247,71920.34853,76864.0938
ken,Kenya,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-2.060558796,-5.023994446,-7.084555149,79547.84022,77113.7031
mdg,Madagascar,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,5.76784277,0.065578446,5.833422661,12734.4005,12385.7598
mwi,Malawi,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.080052614,-0.524315894,-0.604372025,8393.566427,8407
mus,Mauritius,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.143266678,-0.333595574,-0.476863027,11501.04829,12268.0928
moz,Mozambique,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-2.138562918,-3.445269108,-5.583835602,11968.95216,12348.6631
rwa,Rwanda,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,0.004632153,-0.231003955,-0.226372212,8383.379628,8697.6426
sdn,Sudan,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-30.15812683,-75.1026001,-105.2607269,124735.8095,121914.9219
tza,"Tanzania, United Republic of",Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-7.658171654,-4.678339005,-12.33649826,47783.89261,50112.3516
uga,Uganda,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-3.167089701,-0.853618741,-4.020709515,29393.47599,28899.8398
zmb,Zambia,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.324313164,-0.65894413,-0.983256876,24640.60172,23699.3281
zwe,Zimbabwe,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,0.232855305,-1.284399509,-1.05154562,15591.5875,16528.8145
xec,Rest of Eastern Africa,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-9.822714806,-9.540616989,-19.36333084,17498.11635,19310.1895
bwa,Botswana,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.428218603,-1.447745085,-1.875962257,15429.91615,14402.4277
swz,Eswatini,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.041260086,-0.015337596,-0.056597881,4282.31421,4046.6099
nam,Namibia,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.149931967,-0.494706839,-0.644639134,11533.26367,11904.374
zaf,South Africa,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.460980177,-21.04987717,-21.51083756,334894.1536,349561.5625
xsc,Rest of South African Customs Union,Sub-Saharan Africa,Labor Only (All Sectors),1,ACCESS-CM2,ISO,-0.017278805,-0.093352504,-0.110631168,2270.591123,2092.7068
xtw,Rest of the World,N America,Labor Only (All Sectors),1,ACCESS-CM2,ISO,0.00102294,0.001546354,0.002569291,76.28003619,90.5929
aus,Australia,Oceania,Labor Only (All Sectors),1,KACE-1-0-G,ISO,4.327116013,-47.33139038,-43.00424576,1141812.726,1189179.25
nzl,New Zealand,Oceania,Labor Only (All Sectors),1,KACE-1-0-G,ISO,6.157737732,-4.83792305,1.319814563,180885.9698,187628.125
xoc,Rest of Oceania,Oceania,Labor Only (All Sectors),1,KACE-1-0-G,ISO,3.683290005,3.771417141,7.454705715,45784.75981,52006.2461
chn,China,E Asia,Labor Only (All Sectors),1,KACE-1-0-G,ISO,-4747.635742,-16374.49414,-21122.12891,10634354.25,10702734
hkg,Hong Kong,E Asia,Labor Only (All Sectors),1,KACE-1-0-G,ISO,-12.85781288,-36.97121048,-49.82901382,338351.8605,303837.5313
jpn,Japan,E Asia,Labor Only (All Sectors),1,KACE-1-0-G,ISO,-114.5390472,-2594.564697,-2709.102051,3811644.095,4222925
kor,"Korea, Republic of",E Asia,Labor Only (All Sectors),1,KACE-1-0-G,ISO,-60.84825134,-817.8588257,-878.7067261,1319140.14,1436882.25
mng,Mongolia,E Asia,Labor Only (All Sectors),1,KACE-1-0-G,ISO,-0.541324854,-2.135947943,-2.677272797,9534.373161,10260.3457
twn,Chinese Taipei,E Asia,Labor Only (All Sectors),1,KACE-1-0-G,ISO,-15.46387577,-363.7935791,-379.2575073,498787.0241,539912.0625
xea,Rest of East Asia,E Asia,Labor Only (All Sectors),1,KACE-1-0-G,ISO,-3.334043026,-13.54806805,-16.88211441,65991.24494,60750.1563
brn,Brunei Darussalam,SE Asia,Labor Only (All Sectors),1,KACE-1-0-G,ISO,0.012056177,-1.089730024,-1.07767427,11404.3365,10575.5898
khm,Cambodia,SE Asia,Labor Only (All Sectors),1,KACE-1-0-G,ISO,-6.53892231,-7.785326958,-14.32424831,20269.07872,20846.584
idn,Indonesia,SE Asia,Labor Only (All Sectors),1,KACE-1-0-G,ISO,136.1919861,33.09384537,169.2857971,995883.1294,902508.75
lao,Lao PDR,SE Asia,Labor Only (All Sectors),1,KACE-1-0-G,ISO,-3.903112412,-3.740316153,-7.643428803,15937.08307,15495.9434
mys,Malaysia,SE Asia,Labor Only (All Sectors),1,KACE-1-0-G,ISO,26.99993897,13.89383316,40.89380264,306019.3639,286098.25
phl,Philippines,SE Asia,Labor Only (All Sectors),1,KACE-1-0-G,ISO,93.16847992,144.7573242,237.9259033,299024.833,308774
sgp,Singapore,SE Asia,Labor Only (All Sectors),1,KACE-1-0-G,ISO,-3.66100502,13.59302712,9.932006836,306124.7433,311263.2188
tha,Thailand,SE Asia,Labor Only (All Sectors),1,KACE-1-0-G,ISO,-24.53621292,-208.2063599,-232.7424469,402651.6075,407908.0937
vnm,Viet Nam,SE Asia,Labor Only (All Sectors),1,KACE-1-0-G,ISO,-130.0432434,-223.7434998,-353.7866516,194587.7331,210226.0781
xse,Rest of Southeast Asia,SE Asia,Labor Only (All Sectors),1,KACE-1-0-G,ISO,67.26016235,26.35962296,93.61981964,60388.88224,59210.5547
afg,Afghanistan,C Asia,Labor Only (All Sectors),1,KACE-1-0-G,ISO,0.342850506,1.160752296,1.503602505,16888.34378,15970.0098
bgd,Bangladesh,S Asia,Labor Only (All Sectors),1,KACE-1-0-G,ISO,164.5909424,357.2299194,521.8208008,289703.3159,272672.4375
ind,India,S Asia,Labor Only (All Sectors),1,KACE-1-0-G,ISO,1540.266357,721.4857178,2261.751221,2525112.672,2434175.5
npl,Nepal,S Asia,Labor Only (All Sectors),1,KACE-1-0-G,ISO,43.67861176,2.512359381,46.19094086,23537.00307,26950.0723
